SlowK,SlowD,RSI,MACD,MACD_Hist,MACD_Signal,EMA,CCI,Aroon Down,Aroon Up,1. open,2. high,3. low,4. close,5. volume,Trend label
0.1843,0.234,32.375,-0.0043,-0.0072,0.0029,0.0687,-62.2007,50.0,10.0,0.0501,0.0501,0.0501,0.0501,0.0,1
0.2677,0.2558,32.375,-0.0031,-0.0077,0.0047,0.0714,-74.3961,60.0,0.0,0.0501,0.0501,0.0501,0.0501,0.0,1
0.25,0.2221,32.375,-0.0014,-0.008,0.0066,0.0744,-92.9836,70.0,10.0,0.0501,0.0501,0.0501,0.0501,1.0,1
0.2498,0.1665,32.375,0.0008,-0.0078,0.0086,0.0779,-124.3521,80.0,20.0,0.0501,0.0501,0.0501,0.0501,0.0,1
0.1665,0.0832,32.375,0.0036,-0.0069,0.0105,0.0818,-166.4361,90.0,0.0,0.0501,0.0501,0.0501,0.0501,0.0,1
0.0831,0.0277,32.375,0.0071,-0.0052,0.0123,0.0864,-134.3251,100.0,10.0,0.083,0.083,0.05,0.0501,15400.0,-1
0.0,0.0,51.5239,0.0114,-0.0021,0.0136,0.0915,-61.9302,100.0,20.0,0.09,0.09,0.09,0.09,200.0,-1
0.0,0.0,51.5239,0.0128,-0.0013,0.0141,0.0917,-73.8585,0.0,30.0,0.09,0.09,0.09,0.09,40.0,1
0.0,0.0,51.5239,0.0143,-0.0002,0.0145,0.092,-82.0655,10.0,40.0,0.09,0.09,0.09,0.09,800.0,1
0.0,9.1667,51.5239,0.016,0.0015,0.0145,0.0923,-51.0348,20.0,50.0,0.09,0.0901,0.09,0.09,1180.0,1
0.0,29.4444,51.5239,0.018,0.0038,0.0141,0.0926,-30.8227,30.0,60.0,0.09,0.09,0.09,0.09,0.0,1
27.5,60.8333,51.5239,0.0202,0.007,0.0132,0.093,4.5918,40.0,70.0,0.129,0.129,0.09,0.09,900.0,-1
60.8333,85.0,74.3751,0.0228,0.0113,0.0114,0.0934,48.0355,50.0,80.0,0.129,0.129,0.129,0.129,5000.0,-1
94.1667,98.0556,74.3751,0.0217,0.0131,0.0086,0.0883,58.0965,60.0,90.0,0.129,0.129,0.129,0.129,590.0,1
100.0,88.8889,92.2124,0.0201,0.0148,0.0053,0.0825,99.484,70.0,100.0,0.15,0.15,0.15,0.15,0.0,-1
100.0,66.6667,92.2124,0.0156,0.014,0.0016,0.0729,136.7139,80.0,100.0,0.15,0.15,0.15,0.15,590.0,1
66.6667,33.3333,92.2124,0.0096,0.0115,-0.0019,0.0619,214.1834,90.0,100.0,0.14,0.15,0.14,0.15,2162.0,1
33.3333,11.1111,91.5051,0.0018,0.0066,-0.0048,0.0493,333.3333,100.0,100.0,0.03,0.14,0.03,0.14,18566.0,1
0.0,0.0,15.8311,-0.0071,-0.0007,-0.0064,0.0363,-41.7318,100.0,20.0,0.03,0.03,0.03,0.03,600.0,1
0.0,0.0,15.8311,-0.0072,-0.001,-0.0063,0.0372,-47.3274,100.0,30.0,0.0301,0.0301,0.03,0.03,1750.0,-1
0.0,0.0,15.8311,-0.0073,-0.0013,-0.006,0.0382,-55.5556,100.0,40.0,0.03,0.03,0.03,0.03,0.0,1
0.0,0.0,15.8311,-0.0072,-0.0015,-0.0057,0.0394,-63.7255,100.0,50.0,0.03,0.03,0.03,0.03,500.0,1
0.0,0.0,15.8311,-0.007,-0.0017,-0.0053,0.0408,-76.1905,100.0,60.0,0.03,0.03,0.03,0.03,0.0,1
0.0,0.0,15.8311,-0.0067,-0.0018,-0.0049,0.0423,-95.9596,100.0,70.0,0.03,0.03,0.03,0.03,0.0,1
0.0,0.0,15.8311,-0.0061,-0.0017,-0.0044,0.044,-130.9524,100.0,80.0,0.03,0.03,0.03,0.03,0.0,1
0.0,0.0,15.8311,-0.0054,-0.0013,-0.004,0.0461,-208.3333,100.0,90.0,0.03,0.03,0.03,0.03,0.0,1
0.0,0.0,15.8311,-0.0043,-0.0006,-0.0037,0.0483,-333.3333,100.0,100.0,0.05,0.05,0.03,0.03,3000.0,-1
0.0,0.0,42.4989,-0.0029,0.0006,-0.0035,0.051,66.6667,100.0,100.0,0.05,0.05,0.05,0.05,0.0,-1
0.0,0.0,42.4989,-0.0031,0.0006,-0.0037,0.0511,66.6667,100.0,100.0,0.05,0.05,0.05,0.05,0.0,1
0.0,0.0,42.4989,-0.0032,0.0006,-0.0038,0.0513,66.6667,100.0,100.0,0.05,0.05,0.05,0.05,0.0,1
0.0,0.0,42.4989,-0.0034,0.0006,-0.004,0.0514,66.6667,100.0,100.0,0.05,0.05,0.05,0.05,0.0,1
0.0,0.0,42.4989,-0.0036,0.0005,-0.0041,0.0516,66.6667,100.0,100.0,0.05,0.05,0.05,0.05,0.0,1
0.0,0.0,42.4989,-0.0038,0.0005,-0.0043,0.0519,66.6667,100.0,100.0,0.05,0.05,0.05,0.05,0.0,1
0.0,0.0,42.4989,-0.004,0.0004,-0.0044,0.0522,66.6667,100.0,100.0,0.05,0.05,0.05,0.05,0.0,1
0.0,0.0,42.4989,-0.0042,0.0003,-0.0045,0.0525,66.6667,100.0,100.0,0.05,0.05,0.05,0.05,0.0,1
0.0,0.0,42.4989,-0.0044,0.0002,-0.0045,0.0528,66.6667,100.0,100.0,0.05,0.05,0.05,0.05,700.0,1
0.0,0.0,42.4989,-0.0045,0.0001,-0.0046,0.0532,66.6667,100.0,100.0,0.05,0.05,0.05,0.05,0.0,1
0.0,0.0,42.4989,-0.0047,-0.0001,-0.0046,0.0537,66.6667,100.0,0.0,0.05,0.05,0.05,0.05,0.0,1
0.0,0.0,42.4989,-0.0048,-0.0002,-0.0046,0.0542,-37.037,100.0,10.0,0.05,0.05,0.05,0.05,0.0,1
0.0,0.0,42.4989,-0.0048,-0.0003,-0.0045,0.0548,-41.6667,100.0,20.0,0.05,0.05,0.05,0.05,0.0,1
0.0,0.0,42.4989,-0.0048,-0.0004,-0.0045,0.0555,-47.619,100.0,30.0,0.05,0.05,0.05,0.05,0.0,1
0.0,0.0,42.4989,-0.0048,-0.0004,-0.0044,0.0563,-47.619,100.0,40.0,0.05,0.05,0.05,0.05,0.0,1
0.0,0.0,42.4989,-0.0047,-0.0004,-0.0043,0.0572,-47.619,100.0,50.0,0.05,0.05,0.05,0.05,1200.0,1
0.0,0.0,42.4989,-0.0044,-0.0002,-0.0042,0.0582,-47.619,100.0,60.0,0.05,0.05,0.05,0.05,1200.0,1
0.0,11.1111,42.4989,-0.0041,0.0001,-0.0041,0.0593,-47.619,100.0,70.0,0.05,0.05,0.05,0.05,0.0,1
0.0,33.3333,42.4989,-0.0035,0.0006,-0.0042,0.0607,-47.619,0.0,80.0,0.05,0.05,0.05,0.05,0.0,1
33.3333,55.5556,42.4989,-0.0028,0.0015,-0.0043,0.0622,-45.3834,10.0,90.0,0.05,0.05,0.05,0.05,0.0,1
66.6667,66.6667,42.4989,-0.0018,0.0028,-0.0047,0.0639,36.036,20.0,100.0,0.1,0.1,0.05,0.05,2000.0,-1
66.6667,66.6667,78.8181,-0.0006,0.0048,-0.0054,0.0659,205.6075,30.0,100.0,0.1,0.1,0.1,0.1,0.0,-1
66.6667,77.7778,78.8181,-0.004,0.0026,-0.0066,0.0611,333.3333,40.0,100.0,0.05,0.1,0.05,0.1,1000.0,1
66.6667,88.8889,31.179,-0.0084,-0.0012,-0.0072,0.0555,63.7255,50.0,100.0,0.05,0.05,0.05,0.05,0.0,1
100.0,100.0,31.179,-0.0088,-0.0018,-0.0069,0.0563,76.1905,60.0,100.0,0.05,0.05,0.05,0.05,0.0,1
100.0,88.8889,31.179,-0.0091,-0.0027,-0.0065,0.0572,95.9596,70.0,0.0,0.05,0.05,0.05,0.05,0.0,1
100.0,66.6667,31.179,-0.0094,-0.0036,-0.0058,0.0582,63.4921,80.0,10.0,0.05,0.05,0.05,0.05,0.0,1
66.6667,33.3333,31.179,-0.0097,-0.0048,-0.0049,0.0594,1.8215,90.0,20.0,0.05,0.05,0.05,0.05,0.0,1
33.3333,11.1111,31.179,-0.0099,-0.0062,-0.0037,0.0608,-27.7778,100.0,30.0,0.04,0.05,0.04,0.05,2500.0,1
0.0,0.0,9.5595,-0.0099,-0.0078,-0.0022,0.0623,-55.5556,100.0,40.0,0.04,0.04,0.04,0.04,0.0,1
0.0,0.0,9.5595,-0.0089,-0.0087,-0.0002,0.0655,-63.7255,100.0,50.0,0.04,0.04,0.04,0.04,0.0,1
0.0,0.0,9.5595,-0.0074,-0.0094,0.0019,0.0691,-76.1905,100.0,60.0,0.04,0.04,0.04,0.04,0.0,1
0.0,0.0,9.5595,-0.0054,-0.0097,0.0043,0.0733,-95.9596,100.0,70.0,0.04,0.04,0.04,0.04,0.0,1
0.0,0.0,9.5595,-0.0028,-0.0095,0.0067,0.078,-130.9524,100.0,80.0,0.04,0.04,0.04,0.04,0.0,1
0.0,0.0,9.5595,0.0006,-0.0085,0.0091,0.0835,-208.3333,100.0,90.0,0.04,0.04,0.04,0.04,2200.0,1
0.0,0.0,9.5595,0.0049,-0.0063,0.0112,0.0897,-333.3333,100.0,100.0,0.1,0.1,0.04,0.04,5000.0,-1
0.0,0.0,97.067,0.0103,-0.0025,0.0128,0.0968,66.6667,100.0,100.0,0.1,0.1,0.1,0.1,59.0,-1
0.0,0.0,97.067,0.011,-0.0024,0.0134,0.0963,66.6667,100.0,100.0,0.1,0.1,0.1,0.1,0.0,1
0.0,0.0,97.067,0.0117,-0.0023,0.014,0.0958,66.6667,100.0,100.0,0.1,0.1,0.1,0.1,0.0,1
0.0,0.0,97.067,0.0124,-0.0022,0.0146,0.0952,66.6667,100.0,100.0,0.1,0.1,0.1,0.1,0.0,1
0.0,0.0,97.067,0.0131,-0.002,0.0151,0.0945,66.6667,100.0,100.0,0.1,0.1,0.1,0.1,0.0,1
0.0,0.0,97.067,0.0139,-0.0017,0.0156,0.0937,66.6667,100.0,100.0,0.1,0.1,0.1,0.1,0.0,1
0.0,0.0,97.067,0.0147,-0.0014,0.016,0.0928,66.6667,100.0,100.0,0.1,0.1,0.1,0.1,0.0,1
0.0,0.0,97.067,0.0154,-0.001,0.0164,0.0918,66.6667,100.0,100.0,0.1,0.1,0.1,0.1,0.0,1
0.0,0.0,97.067,0.0162,-0.0005,0.0166,0.0906,66.6667,100.0,100.0,0.1,0.1,0.1,0.1,0.0,1
0.0,0.0,97.067,0.0169,0.0001,0.0168,0.0892,66.6667,100.0,100.0,0.1,0.1,0.1,0.1,0.0,1
0.0,0.0,97.067,0.0175,0.0008,0.0167,0.0877,66.6667,100.0,100.0,0.1,0.1,0.1,0.1,0.0,1
0.0,0.0,97.067,0.0181,0.0016,0.0165,0.0859,66.6667,100.0,100.0,0.1,0.1,0.1,0.1,0.0,1
0.0,0.0,97.067,0.0186,0.0025,0.0161,0.0839,66.6667,0.0,100.0,0.1,0.1,0.1,0.1,0.0,1
0.0,0.0,97.067,0.019,0.0034,0.0155,0.0816,37.037,10.0,100.0,0.1,0.1,0.1,0.1,0.0,1
0.0,11.1111,97.067,0.0192,0.0045,0.0147,0.079,41.6667,20.0,100.0,0.1,0.1,0.1,0.1,0.0,1
0.0,33.3333,97.067,0.0191,0.0056,0.0135,0.076,47.619,30.0,100.0,0.1,0.1,0.1,0.1,0.0,1
33.3333,66.6667,97.067,0.0188,0.0066,0.0121,0.0726,55.5556,40.0,100.0,0.1,0.1,0.1,0.1,0.0,1
66.6667,88.8889,97.067,0.018,0.0076,0.0105,0.0687,63.7255,50.0,100.0,0.1,0.1,0.1,0.1,0.0,1
100.0,100.0,97.067,0.0169,0.0083,0.0086,0.0642,76.1905,60.0,100.0,0.1,0.1,0.1,0.1,0.0,1
100.0,88.8889,97.067,0.0151,0.0086,0.0065,0.0591,95.9596,70.0,100.0,0.1,0.1,0.1,0.1,0.0,1
100.0,66.6667,97.067,0.0127,0.0083,0.0044,0.0533,130.9524,80.0,100.0,0.1,0.1,0.1,0.1,0.0,1
66.6667,33.3333,97.067,0.0094,0.0071,0.0023,0.0466,208.3333,90.0,100.0,0.1,0.1,0.1,0.1,0.0,1
33.3333,11.1111,97.067,0.0051,0.0046,0.0005,0.039,333.3333,100.0,100.0,0.03,0.1,0.03,0.1,1000.0,1
0.0,0.0,45.1459,-0.0005,0.0001,-0.0006,0.0302,-66.6667,100.0,100.0,0.03,0.03,0.03,0.03,0.0,1
0.0,0.0,45.1459,-0.0006,0.0001,-0.0006,0.0303,-66.6667,100.0,100.0,0.03,0.03,0.03,0.03,0.0,1
0.0,0.0,45.1459,-0.0006,0.0,-0.0006,0.0303,-66.6667,100.0,100.0,0.03,0.03,0.03,0.03,0.0,1
0.0,0.0,45.1459,-0.0006,0.0,-0.0007,0.0303,-66.6667,100.0,100.0,0.03,0.03,0.03,0.03,0.0,1
0.0,0.0,45.1459,-0.0007,-0.0,-0.0007,0.0304,-66.6667,100.0,100.0,0.03,0.03,0.03,0.03,400.0,1
0.0,0.0,45.1459,-0.0007,-0.0,-0.0007,0.0304,-66.6667,100.0,100.0,0.03,0.03,0.03,0.03,0.0,1
0.0,0.0,45.1459,-0.0007,-0.0001,-0.0007,0.0305,-66.6667,100.0,100.0,0.03,0.03,0.03,0.03,0.0,1
0.0,0.0,45.1459,-0.0008,-0.0001,-0.0006,0.0306,-66.6667,100.0,100.0,0.03,0.03,0.03,0.03,3500.0,1
0.0,0.0,45.1459,-0.0008,-0.0002,-0.0006,0.0307,-66.6667,100.0,100.0,0.03,0.03,0.03,0.03,0.0,1
0.0,0.0,45.1459,-0.0008,-0.0002,-0.0006,0.0308,-66.6667,100.0,100.0,0.03,0.03,0.03,0.03,0.0,1
0.0,0.0,45.1459,-0.0008,-0.0003,-0.0005,0.0309,-66.6667,100.0,100.0,0.03,0.03,0.03,0.03,0.0,1
0.0,0.0,45.1459,-0.0008,-0.0004,-0.0004,0.031,-66.6667,100.0,100.0,0.03,0.03,0.03,0.03,20.0,1
0.0,0.0,45.1459,-0.0008,-0.0005,-0.0003,0.0311,-66.6667,100.0,0.0,0.03,0.03,0.03,0.03,0.0,1
0.0,0.0,45.1459,-0.0008,-0.0005,-0.0002,0.0313,-37.037,100.0,10.0,0.03,0.03,0.03,0.03,0.0,1
0.0,0.0,45.1459,-0.0007,-0.0006,-0.0001,0.0315,-41.6667,100.0,20.0,0.03,0.03,0.03,0.03,0.0,1
0.0,0.0,45.1459,-0.0007,-0.0007,0.0001,0.0317,-47.619,100.0,30.0,0.03,0.03,0.03,0.03,0.0,1
0.0,0.0,45.1459,-0.0006,-0.0008,0.0003,0.0319,-55.5556,100.0,40.0,0.03,0.03,0.03,0.03,0.0,1
0.0,0.0,45.1459,-0.0005,-0.0009,0.0005,0.0322,-63.7255,100.0,50.0,0.03,0.03,0.03,0.03,0.0,1
0.0,0.0,45.1459,-0.0003,-0.001,0.0007,0.0325,-76.1905,100.0,60.0,0.03,0.03,0.03,0.03,0.0,1
0.0,0.0,45.1459,-0.0001,-0.001,0.0009,0.0329,-95.9596,100.0,70.0,0.03,0.03,0.03,0.03,0.0,1
0.0,0.0,45.1459,0.0002,-0.001,0.0012,0.0333,-130.9524,100.0,80.0,0.03,0.03,0.03,0.03,0.0,1
0.0,0.0,45.1459,0.0005,-0.0009,0.0015,0.0338,-208.3333,100.0,90.0,0.03,0.03,0.03,0.03,0.0,1
0.0,0.0,45.1459,0.001,-0.0007,0.0017,0.0343,-333.3333,100.0,100.0,0.035,0.035,0.03,0.03,100.0,-1
0.0,0.0,50.8438,0.0015,-0.0004,0.0019,0.0349,-66.6667,100.0,0.0,0.035,0.035,0.035,0.035,7000.0,-1
0.0,0.0,50.8438,0.0017,-0.0003,0.002,0.0349,-37.037,100.0,10.0,0.035,0.035,0.035,0.035,5100.0,1
0.0,0.0,50.8438,0.0018,-0.0002,0.002,0.0349,-41.6667,100.0,20.0,0.035,0.035,0.035,0.035,0.0,1
0.0,0.0,50.8438,0.002,-0.0001,0.0021,0.0349,-47.619,0.0,30.0,0.035,0.035,0.035,0.035,0.0,1
0.0,0.0,50.8438,0.0023,0.0001,0.0021,0.0349,-52.2876,10.0,40.0,0.035,0.035,0.035,0.035,0.0,1
0.0,0.3268,50.8438,0.0025,0.0004,0.0021,0.0349,-49.4541,0.0,50.0,0.035,0.035,0.035,0.035,0.0,1
0.0,0.9804,50.8438,0.0028,0.0008,0.002,0.0349,-44.072,10.0,60.0,0.035,0.035,0.035,0.035,0.0,1
0.9804,4.2484,50.8438,0.0031,0.0014,0.0018,0.0349,-34.3223,20.0,70.0,0.035,0.035,0.035,0.035,0.0,1
1.9608,17.9739,50.8438,0.0035,0.0021,0.0014,0.0348,-26.3158,30.0,80.0,0.035,0.035,0.035,0.035,0.0,1
9.8039,42.1569,50.8438,0.0039,0.003,0.0009,0.0348,-20.1863,40.0,90.0,0.035,0.035,0.035,0.035,0.0,1
42.1569,72.2222,50.8438,0.0044,0.0042,0.0002,0.0348,147.0588,50.0,100.0,0.2,0.2,0.035,0.035,2400.0,-1
74.5098,91.5033,50.8438,0.0049,0.0058,-0.0009,0.0348,93.5441,60.0,100.0,0.1,0.1,0.035,0.035,1000.0,1
100.0,88.8889,94.7509,0.0055,0.0079,-0.0024,0.0347,262.1359,70.0,100.0,0.05,0.1,0.05,0.1,25100.0,-1
100.0,66.6667,86.9473,-0.0004,0.0039,-0.0043,0.0254,229.0503,80.0,100.0,0.03,0.05,0.03,0.05,20000.0,1
66.6667,44.4444,71.9177,-0.0028,0.0025,-0.0053,0.0219,226.3325,90.0,100.0,0.03,0.03,0.03,0.03,0.0,1
33.3333,43.4343,71.9177,-0.0039,0.002,-0.0059,0.0207,213.7752,100.0,100.0,0.015,0.03,0.015,0.03,2600.0,1
33.3333,63.6364,6.5433,-0.0052,0.0013,-0.0064,0.0194,-189.9133,100.0,30.0,0.015,0.015,0.015,0.015,0.0,1
63.6364,82.8283,6.5433,-0.0052,0.0015,-0.0067,0.02,-235.5372,100.0,40.0,0.02,0.02,0.015,0.015,180.0,-1
93.9394,91.9192,17.6155,-0.0052,0.002,-0.0071,0.0207,32.967,60.0,50.0,0.02,0.02,0.02,0.02,0.0,-1
90.9091,80.8081,17.6155,-0.0055,0.0021,-0.0076,0.0208,32.967,70.0,60.0,0.02,0.02,0.02,0.02,0.0,1
90.9091,60.6061,17.6155,-0.006,0.0022,-0.0081,0.021,32.967,80.0,70.0,0.02,0.02,0.02,0.02,0.0,1
60.6061,30.303,17.6155,-0.0064,0.0023,-0.0087,0.0211,32.967,90.0,80.0,0.02,0.02,0.02,0.02,0.0,1
30.303,10.101,17.6155,-0.0069,0.0024,-0.0092,0.0213,-333.3333,100.0,90.0,0.015,0.02,0.015,0.02,100.0,1
-0.0,0.0,17.6155,-0.0074,0.0025,-0.0098,0.0214,333.3333,100.0,100.0,0.02,0.0205,0.02,0.02,10000.0,-1
-0.0,0.0,17.6155,-0.0079,0.0026,-0.0105,0.0217,-37.037,100.0,10.0,0.02,0.02,0.02,0.02,0.0,1
-0.0,0.0,17.6155,-0.0084,0.0027,-0.0111,0.0219,-41.6667,100.0,20.0,0.02,0.02,0.02,0.02,0.0,1
-0.0,0.0,17.6155,-0.009,0.0027,-0.0118,0.0222,-47.619,100.0,30.0,0.02,0.02,0.02,0.02,0.0,1
-0.0,0.0,17.6155,-0.0097,0.0028,-0.0125,0.0225,-47.619,100.0,40.0,0.02,0.02,0.02,0.02,0.0,1
-0.0,0.0,17.6155,-0.0103,0.0029,-0.0132,0.0228,-47.619,100.0,50.0,0.02,0.02,0.02,0.02,0.0,1
-0.0,0.0,17.6155,-0.011,0.0029,-0.0139,0.0232,-47.619,100.0,60.0,0.02,0.02,0.02,0.02,0.0,1
-0.0,0.0,17.6155,-0.0117,0.0029,-0.0146,0.0237,-47.619,100.0,70.0,0.02,0.02,0.02,0.02,0.0,1
-0.0,0.0,17.6155,-0.0124,0.0029,-0.0153,0.0242,-47.619,100.0,80.0,0.02,0.02,0.02,0.02,0.0,1
-0.0,0.0,17.6155,-0.0132,0.0028,-0.016,0.0248,-47.619,100.0,90.0,0.02,0.02,0.02,0.02,0.0,1
-0.0,0.0,17.6155,-0.014,0.0028,-0.0167,0.0255,111.1111,100.0,100.0,0.0205,0.0205,0.02,0.02,3800.0,-1
-0.0,0.0,17.6155,-0.0148,0.0027,-0.0174,0.0263,166.6667,100.0,0.0,0.0205,0.0205,0.02,0.02,0.0,1
-0.0,0.0,17.6155,-0.0156,0.0025,-0.0181,0.0272,-28.7837,100.0,10.0,0.0201,0.0205,0.02,0.02,500.0,1
-0.0,0.0,17.6155,-0.0164,0.0024,-0.0187,0.0282,-41.6667,100.0,20.0,0.02,0.02,0.02,0.02,400.0,1
-0.0,0.0,17.6155,-0.0171,0.0022,-0.0193,0.0294,-47.619,100.0,30.0,0.02,0.02,0.02,0.02,0.0,1
-0.0,0.0,17.6155,-0.0179,0.002,-0.0199,0.0307,-55.5556,100.0,40.0,0.02,0.02,0.02,0.02,0.0,1
-0.0,0.0,17.6155,-0.0185,0.0018,-0.0204,0.0323,-63.7255,100.0,50.0,0.02,0.02,0.02,0.02,0.0,1
-0.0,0.0,17.6155,-0.0191,0.0017,-0.0208,0.034,-76.1905,100.0,60.0,0.02,0.02,0.02,0.02,0.0,1
-0.0,0.0,17.6155,-0.0196,0.0016,-0.0212,0.036,-95.9596,100.0,70.0,0.02,0.02,0.02,0.02,0.0,1
-0.0,0.0,17.6155,-0.0199,0.0017,-0.0216,0.0383,-130.9524,100.0,80.0,0.02,0.02,0.02,0.02,0.0,1
-0.0,0.0,17.6155,-0.0201,0.002,-0.0221,0.0409,-208.3333,100.0,90.0,0.02,0.02,0.02,0.02,0.0,1
-0.0,0.0,17.6155,-0.0199,0.0026,-0.0226,0.0439,-333.3333,100.0,100.0,0.04,0.04,0.02,0.02,100.0,-1
-0.0,0.0,29.0487,-0.0195,0.0037,-0.0232,0.0473,66.6667,100.0,100.0,0.04,0.04,0.04,0.04,0.0,-1
-0.0,0.0,29.0487,-0.0206,0.0035,-0.0242,0.0484,66.6667,100.0,100.0,0.04,0.04,0.04,0.04,0.0,1
-0.0,0.0,29.0487,-0.0218,0.0032,-0.025,0.0496,66.6667,100.0,100.0,0.04,0.04,0.04,0.04,0.0,1
-0.0,0.0,29.0487,-0.023,0.0028,-0.0258,0.0509,66.6667,100.0,0.0,0.04,0.04,0.04,0.04,0.0,1
-0.0,0.0,29.0487,-0.0242,0.0023,-0.0265,0.0525,-37.037,100.0,10.0,0.04,0.04,0.04,0.04,4800.0,1
-0.0,0.0,29.0487,-0.0254,0.0017,-0.0271,0.0543,-41.6667,100.0,20.0,0.04,0.04,0.04,0.04,0.0,1
-0.0,0.0,29.0487,-0.0266,0.0009,-0.0275,0.0563,-47.619,100.0,30.0,0.04,0.04,0.04,0.04,0.0,1
-0.0,0.0,29.0487,-0.0276,0.0001,-0.0277,0.0586,-55.5556,0.0,40.0,0.04,0.04,0.04,0.04,0.0,1
-0.0,0.0,29.0487,-0.0286,-0.0008,-0.0278,0.0613,-55.5556,10.0,0.0,0.04,0.04,0.04,0.04,0.0,1
-0.0,7.4074,29.0487,-0.0294,-0.0019,-0.0275,0.0643,-59.0717,20.0,10.0,0.04,0.04,0.04,0.04,0.0,1
-0.0,16.6667,29.0487,-0.03,-0.003,-0.0271,0.0678,-56.338,30.0,20.0,0.04,0.04,0.04,0.04,0.0,1
22.2222,27.7778,29.0487,-0.0304,-0.004,-0.0263,0.0718,-59.8291,40.0,30.0,0.04,0.04,0.04,0.04,0.0,1
27.7778,25.9259,29.0487,-0.0304,-0.005,-0.0253,0.0763,-68.5358,50.0,40.0,0.04,0.04,0.04,0.04,0.0,1
33.3333,22.2222,29.0487,-0.0299,-0.0058,-0.0241,0.0815,-74.4186,60.0,50.0,0.05,0.05,0.04,0.04,200.0,-1
16.6667,14.8148,31.3782,-0.0289,-0.0063,-0.0226,0.0875,-77.1144,70.0,60.0,0.05,0.05,0.05,0.05,0.0,-1
16.6667,11.1111,31.3782,-0.0282,-0.0072,-0.021,0.0928,-101.6949,80.0,70.0,0.05,0.05,0.05,0.05,4000.0,1
11.1111,16.6667,31.3782,-0.0269,-0.0077,-0.0192,0.0989,-148.5507,90.0,80.0,0.05,0.05,0.05,0.05,0.0,1
5.5556,24.0741,31.3782,-0.0249,-0.0076,-0.0173,0.1059,-321.7054,100.0,90.0,0.05,0.05,0.02,0.05,93000.0,1
33.3333,44.4444,31.3782,-0.0219,-0.0065,-0.0154,0.1139,-31.339,100.0,100.0,0.1,0.2,0.05,0.05,17000.0,-1
33.3333,48.7179,41.1123,-0.0178,-0.004,-0.0138,0.123,6.5359,20.0,10.0,0.12,0.12,0.1,0.1,1000.0,-1
66.6667,56.2594,46.2809,-0.0174,-0.0046,-0.0128,0.1263,9.0466,30.0,20.0,0.1,0.12,0.1,0.12,6000.0,1
46.1538,44.8467,39.4273,-0.0187,-0.0071,-0.0116,0.1272,-46.9136,40.0,30.0,0.1,0.1,0.1,0.1,5000.0,1
55.9578,39.266,39.4273,-0.018,-0.0082,-0.0098,0.1311,-54.8576,50.0,0.0,0.1,0.1,0.1,0.1,0.0,1
32.4284,30.4173,39.4273,-0.0169,-0.0091,-0.0078,0.1356,-65.9467,60.0,0.0,0.1,0.1,0.1,0.1,0.0,1
29.4118,26.1438,39.4273,-0.0152,-0.0096,-0.0055,0.1406,-78.6834,70.0,10.0,0.1,0.1,0.1,0.1,0.0,1
29.4118,19.6078,39.4273,-0.0128,-0.0096,-0.0031,0.1464,-88.4871,80.0,20.0,0.1,0.1,0.1,0.1,0.0,1
